Model,Üretim Yılı,Motor Sayısı,Motor Türü,Kapasite,Menzil (km),Yakıt Tüketimi (L/saat),Saatlik Bakım Maliyeti ($),Yaş,Satış Bölgesi,Fiyat ($)
Bombardier CRJ200,1985,2,Turbofan,50,3000,9.09,1410.46,38,Güney Amerika,11064617.5
Cessna 172,1986,1,Piston,4,1285,32.26,2450.91,37,Avrupa,206120.3
Cessna 172,2021,1,Piston,4,1285,32.34,3501.07,2,Güney Amerika,372078.06
Cessna 172,2021,1,Piston,4,1285,30.43,2970.36,2,Afrika,353768.88
Bombardier CRJ200,1986,2,Turbofan,50,3000,3.24,2997.04,37,Güney Amerika,10503820.16
Airbus A320,1981,2,Turbofan,180,6300,5.0,1863.53,42,Avustralya,83223011.63
Airbus A350,1980,2,Turbofan,350,14800,4.23,2229.58,43,Afrika,326180086.16
Airbus A350,2018,2,Turbofan,350,14800,13.36,4494.07,5,Asya,649766847.85
Boeing 737,1983,2,Turbofan,162,5700,3.39,756.42,40,Afrika,69869256.97
Cessna 172,1988,1,Piston,4,1285,18.8,1742.22,35,Avrupa,226131.77
Airbus A350,1989,2,Turbofan,350,14800,12.01,3148.81,34,Güney Amerika,402153732.98
Cessna 172,1989,1,Piston,4,1285,34.05,4761.65,34,Afrika,207986.75
Cessna 172,2018,1,Piston,4,1285,23.34,3127.38,5,Avrupa,374093.24
Airbus A320,1997,2,Turbofan,180,6300,9.95,4596.11,26,Avustralya,56295919.62
Cessna 172,2022,1,Piston,4,1285,25.31,3676.42,1,Afrika,416881.87
Bombardier CRJ200,1999,2,Turbofan,50,3000,10.71,4894.59,24,Güney Amerika,13329333.6
Airbus A350,1982,2,Turbofan,350,14800,4.57,4978.42,41,Avrupa,381037470.83
Bombardier CRJ200,2000,2,Turbofan,50,3000,4.11,4147.4,23,Asya,11830553.12
Airbus A350,2011,2,Turbofan,350,14800,8.09,3305.17,12,Kuzey Amerika,560277412.35
Airbus A350,2012,2,Turbofan,350,14800,10.81,3329.15,11,Güney Amerika,494254428.15
Airbus A350,2013,2,Turbofan,350,14800,9.17,4266.32,10,Avustralya,647184792.24
Airbus A320,1992,2,Turbofan,180,6300,14.83,2704.33,31,Kuzey Amerika,80192803.62
Boeing 777,2008,2,Turbofan,396,15600,3.63,3570.46,15,Asya,456109202.0
Airbus A350,2008,2,Turbofan,350,14800,12.42,2094.08,15,Avrupa,519116069.54
Bombardier CRJ200,1986,2,Turbofan,50,3000,10.73,3337.84,37,Avrupa,10141801.62
Bombardier CRJ200,1993,2,Turbofan,50,3000,13.26,3777.4,30,Asya,13949703.0
Boeing 777,2001,2,Turbofan,396,15600,5.9,3794.79,22,Kuzey Amerika,409444121.64
Bombardier CRJ200,1982,2,Turbofan,50,3000,13.25,4856.71,41,Avustralya,13275633.41
Boeing 777,2008,2,Turbofan,396,15600,7.61,3730.1,15,Avustralya,490181589.81
Boeing 737,2002,2,Turbofan,162,5700,10.97,4386.84,21,Avrupa,65081159.12
Bombardier CRJ200,1985,2,Turbofan,50,3000,7.64,2335.29,38,Güney Amerika,12867898.26
Airbus A350,2019,2,Turbofan,350,14800,10.04,3801.47,4,Güney Amerika,667676431.2
Bombardier CRJ200,1994,2,Turbofan,50,3000,11.58,2628.71,29,Güney Amerika,11415040.05
Boeing 777,1997,2,Turbofan,396,15600,8.38,3846.06,26,Kuzey Amerika,383522946.72
Boeing 737,1999,2,Turbofan,162,5700,12.15,1646.12,24,Kuzey Amerika,61681655.13
Cessna 172,2014,1,Piston,4,1285,28.6,1309.94,9,Avrupa,356967.91
Boeing 737,1984,2,Turbofan,162,5700,14.39,4996.58,39,Kuzey Amerika,63891869.78
Boeing 737,1999,2,Turbofan,162,5700,11.7,3732.09,24,Afrika,69638028.84
Boeing 737,2021,2,Turbofan,162,5700,7.79,4783.03,2,Avustralya,126646388.71
Boeing 737,1989,2,Turbofan,162,5700,7.99,2374.3,34,Avrupa,70833222.59
Bombardier CRJ200,2000,2,Turbofan,50,3000,7.93,4417.45,23,Asya,13920172.66
Airbus A320,2005,2,Turbofan,180,6300,14.78,2135.18,18,Güney Amerika,92964830.8
Airbus A350,1987,2,Turbofan,350,14800,4.34,3719.33,36,Kuzey Amerika,346049848.97
Bombardier CRJ200,2005,2,Turbofan,50,3000,5.8,2297.34,18,Güney Amerika,15903783.54
Cessna 172,1984,1,Piston,4,1285,28.49,2180.8,39,Avustralya,187968.52
Boeing 737,2017,2,Turbofan,162,5700,11.98,1381.38,6,Avustralya,99411340.89
Airbus A350,2008,2,Turbofan,350,14800,7.65,1634.69,15,Güney Amerika,453740933.98
Airbus A350,2014,2,Turbofan,350,14800,8.89,2586.09,9,Asya,583084297.07
Airbus A320,1994,2,Turbofan,180,6300,3.17,3255.17,29,Avustralya,79198581.79
Boeing 777,2020,2,Turbofan,396,15600,7.07,3696.55,3,Kuzey Amerika,663821228.55
Boeing 777,2007,2,Turbofan,396,15600,4.56,3155.66,16,Güney Amerika,413576884.6
Boeing 777,1996,2,Turbofan,396,15600,7.63,4673.0,27,Afrika,417529202.61
Airbus A350,2016,2,Turbofan,350,14800,3.87,1486.18,7,Kuzey Amerika,599637980.27
Boeing 737,1994,2,Turbofan,162,5700,10.73,3032.92,29,Afrika,75464318.04
Bombardier CRJ200,2007,2,Turbofan,50,3000,8.19,1019.86,16,Kuzey Amerika,17802727.89
Boeing 737,1984,2,Turbofan,162,5700,14.65,2106.58,39,Afrika,62865441.9
Airbus A320,1988,2,Turbofan,180,6300,14.79,4738.38,35,Güney Amerika,76722331.86
Boeing 777,2010,2,Turbofan,396,15600,2.99,4212.06,13,Avrupa,467648658.74
Airbus A350,2012,2,Turbofan,350,14800,2.72,4129.04,11,Avustralya,654045048.94
Airbus A320,1987,2,Turbofan,180,6300,8.36,1387.08,36,Kuzey Amerika,82135983.54
Cessna 172,2011,1,Piston,4,1285,38.18,4193.45,12,Kuzey Amerika,297026.33
Airbus A350,1990,2,Turbofan,350,14800,13.42,2481.28,33,Güney Amerika,356910872.45
Bombardier CRJ200,2022,2,Turbofan,50,3000,2.8,2702.93,1,Avrupa,22186538.36
Bombardier CRJ200,2008,2,Turbofan,50,3000,7.17,930.59,15,Avrupa,14971431.87
Boeing 737,2012,2,Turbofan,162,5700,6.91,1301.48,11,Afrika,97920516.45
Cessna 172,1993,1,Piston,4,1285,13.32,1445.33,30,Avustralya,231450.82
Boeing 737,1988,2,Turbofan,162,5700,12.13,1810.84,35,Güney Amerika,74705376.86
Boeing 737,2001,2,Turbofan,162,5700,8.38,3991.77,22,Güney Amerika,62732834.46
Boeing 777,2022,2,Turbofan,396,15600,7.27,3247.05,1,Kuzey Amerika,840242748.12
Bombardier CRJ200,1990,2,Turbofan,50,3000,8.16,3359.07,33,Avrupa,14161637.04
Airbus A320,1991,2,Turbofan,180,6300,3.04,3261.77,32,Kuzey Amerika,77526851.48
Boeing 737,2004,2,Turbofan,162,5700,5.97,794.18,19,Avustralya,65642356.02
Boeing 777,1984,2,Turbofan,396,15600,4.54,3431.57,39,Güney Amerika,377123137.46
Boeing 777,2020,2,Turbofan,396,15600,12.05,3668.63,3,Avustralya,773042795.26
Boeing 777,2014,2,Turbofan,396,15600,4.51,4826.46,9,Avrupa,596420198.25
Cessna 172,2007,1,Piston,4,1285,34.24,4591.86,16,Afrika,273595.91
Boeing 737,2009,2,Turbofan,162,5700,8.22,3867.35,14,Avrupa,92469325.76
Boeing 777,1998,2,Turbofan,396,15600,12.52,3745.28,25,Afrika,329328353.19
Airbus A350,1996,2,Turbofan,350,14800,4.09,1137.08,27,Afrika,378751518.86
Airbus A320,1987,2,Turbofan,180,6300,3.61,4401.21,36,Kuzey Amerika,66109809.14
Bombardier CRJ200,2020,2,Turbofan,50,3000,8.21,4394.55,3,Güney Amerika,20231656.45
Boeing 777,2014,2,Turbofan,396,15600,11.58,4984.01,9,Kuzey Amerika,613528390.13
Bombardier CRJ200,1985,2,Turbofan,50,3000,11.34,2586.3,38,Avustralya,11592073.99
Airbus A350,1997,2,Turbofan,350,14800,3.69,1260.79,26,Avustralya,322221123.32
Cessna 172,1987,1,Piston,4,1285,12.04,2656.96,36,Afrika,225920.81
Boeing 737,2008,2,Turbofan,162,5700,9.04,3562.76,15,Asya,77136069.55
Boeing 777,1980,2,Turbofan,396,15600,12.42,1753.71,43,Avrupa,431970830.91
Airbus A320,1984,2,Turbofan,180,6300,9.54,3733.53,39,Güney Amerika,72366470.58
Bombardier CRJ200,1986,2,Turbofan,50,3000,12.01,4352.77,37,Afrika,12366574.78
Cessna 172,2015,1,Piston,4,1285,46.74,3157.21,8,Asya,377451.65
Bombardier CRJ200,1998,2,Turbofan,50,3000,6.03,4833.42,25,Asya,10974395.57
Airbus A320,1999,2,Turbofan,180,6300,11.55,568.82,24,Kuzey Amerika,82831835.13
Bombardier CRJ200,2010,2,Turbofan,50,3000,4.64,2197.33,13,Afrika,17019730.52
Bombardier CRJ200,1983,2,Turbofan,50,3000,11.7,4542.16,40,Avustralya,10543335.61
Cessna 172,1996,1,Piston,4,1285,43.46,3812.06,27,Güney Amerika,193663.12
Airbus A320,2011,2,Turbofan,180,6300,10.32,3721.33,12,Afrika,125515184.25
Boeing 777,1981,2,Turbofan,396,15600,8.72,3873.48,42,Avustralya,381088845.17
Airbus A320,2017,2,Turbofan,180,6300,9.4,2802.14,6,Avustralya,145301196.05
Airbus A320,2014,2,Turbofan,180,6300,8.59,4353.1,9,Afrika,137838002.42
Boeing 777,2022,2,Turbofan,396,15600,13.11,3310.92,1,Avustralya,754476400.71
Airbus A320,1992,2,Turbofan,180,6300,13.9,3292.94,31,Asya,66444543.85
Airbus A320,2007,2,Turbofan,180,6300,4.76,571.26,16,Avustralya,98708309.52
Boeing 777,1981,2,Turbofan,396,15600,9.67,1768.04,42,Güney Amerika,352657339.71
Bombardier CRJ200,2021,2,Turbofan,50,3000,10.28,4485.29,2,Güney Amerika,24458871.67
Airbus A350,1991,2,Turbofan,350,14800,4.85,3344.21,32,Asya,357768613.48
Cessna 172,1992,1,Piston,4,1285,41.6,2127.5,31,Afrika,224534.1
Airbus A350,2008,2,Turbofan,350,14800,12.44,1151.45,15,Afrika,603678484.32
Boeing 737,2018,2,Turbofan,162,5700,12.03,1883.94,5,Avustralya,99398581.51
Airbus A350,2006,2,Turbofan,350,14800,3.7,1455.66,17,Afrika,531379936.92
Airbus A350,1984,2,Turbofan,350,14800,4.05,1588.76,39,Asya,424553749.51
Airbus A320,2000,2,Turbofan,180,6300,10.34,3137.77,23,Avustralya,98699398.17
Airbus A350,1995,2,Turbofan,350,14800,13.88,4166.53,28,Kuzey Amerika,389676548.35
Airbus A320,1982,2,Turbofan,180,6300,3.56,852.51,41,Avrupa,67137338.36
Airbus A320,1988,2,Turbofan,180,6300,8.33,3444.53,35,Avustralya,74947282.28
Bombardier CRJ200,1994,2,Turbofan,50,3000,13.34,1074.19,29,Kuzey Amerika,13903329.45
Cessna 172,2017,1,Piston,4,1285,17.56,873.0,6,Güney Amerika,378184.44
Boeing 737,1984,2,Turbofan,162,5700,10.27,3963.64,39,Avrupa,46464307.07
Bombardier CRJ200,2008,2,Turbofan,50,3000,8.32,4286.39,15,Afrika,14085537.59
Cessna 172,1994,1,Piston,4,1285,37.38,4682.71,29,Afrika,184091.7
Airbus A350,2002,2,Turbofan,350,14800,11.85,3296.45,21,Güney Amerika,380335834.64
Bombardier CRJ200,1981,2,Turbofan,50,3000,9.25,1936.47,42,Asya,12332252.59
Airbus A350,2008,2,Turbofan,350,14800,7.69,581.76,15,Güney Amerika,487117675.27
Boeing 737,2000,2,Turbofan,162,5700,12.87,790.52,23,Avrupa,71954946.49
Bombardier CRJ200,1999,2,Turbofan,50,3000,4.3,3277.73,24,Kuzey Amerika,13260608.96
Airbus A350,1987,2,Turbofan,350,14800,6.89,2003.54,36,Kuzey Amerika,412666796.25
Boeing 777,1981,2,Turbofan,396,15600,12.86,1201.5,42,Güney Amerika,512984601.35
Airbus A320,1993,2,Turbofan,180,6300,2.21,4475.71,30,Avrupa,81953683.03
Boeing 777,1984,2,Turbofan,396,15600,4.1,801.15,39,Afrika,399893197.99
Boeing 777,2005,2,Turbofan,396,15600,4.74,3352.46,18,Kuzey Amerika,500108150.16
Airbus A350,1999,2,Turbofan,350,14800,3.89,1172.33,24,Avrupa,390866092.07
Airbus A350,1983,2,Turbofan,350,14800,6.19,3134.43,40,Asya,380552607.49
Cessna 172,2004,1,Piston,4,1285,13.58,2448.69,19,Avrupa,299064.9
Airbus A350,1988,2,Turbofan,350,14800,5.35,2769.41,35,Afrika,438568307.18
Airbus A320,1984,2,Turbofan,180,6300,9.14,1518.76,39,Güney Amerika,84650024.15
Cessna 172,2002,1,Piston,4,1285,10.43,4614.22,21,Avustralya,250775.7
Bombardier CRJ200,2004,2,Turbofan,50,3000,9.58,983.27,19,Güney Amerika,15591215.17
Bombardier CRJ200,2001,2,Turbofan,50,3000,2.94,1402.36,22,Kuzey Amerika,14657614.08
Cessna 172,1990,1,Piston,4,1285,34.48,713.82,33,Avustralya,204382.54
Airbus A320,2011,2,Turbofan,180,6300,8.79,4579.8,12,Avustralya,121733592.03
Airbus A350,2004,2,Turbofan,350,14800,13.72,4569.97,19,Kuzey Amerika,439500257.5
Boeing 737,1999,2,Turbofan,162,5700,12.07,1105.82,24,Güney Amerika,57957031.81
Boeing 737,1981,2,Turbofan,162,5700,14.07,2768.56,42,Avrupa,67615151.59
Cessna 172,2000,1,Piston,4,1285,36.62,4951.57,23,Asya,207387.33
Airbus A320,2001,2,Turbofan,180,6300,9.65,809.48,22,Kuzey Amerika,77053646.12
Boeing 737,1993,2,Turbofan,162,5700,6.86,4049.47,30,Kuzey Amerika,57995158.09
Boeing 777,2023,2,Turbofan,396,15600,2.21,3798.31,0,Kuzey Amerika,749762611.84
Cessna 172,2005,1,Piston,4,1285,49.44,3235.31,18,Afrika,238756.36
Airbus A320,1991,2,Turbofan,180,6300,2.72,2094.84,32,Güney Amerika,86010648.43
Cessna 172,1994,1,Piston,4,1285,15.4,1058.76,29,Güney Amerika,228034.48
Boeing 737,1999,2,Turbofan,162,5700,13.14,1005.11,24,Afrika,69853923.18
Airbus A320,1994,2,Turbofan,180,6300,9.08,2822.75,29,Asya,69085442.43
Boeing 777,2003,2,Turbofan,396,15600,10.26,1379.46,20,Kuzey Amerika,522312875.57
Airbus A350,1985,2,Turbofan,350,14800,8.14,1657.35,38,Kuzey Amerika,353658658.7
Bombardier CRJ200,2010,2,Turbofan,50,3000,3.03,580.9,13,Kuzey Amerika,15652345.58
Cessna 172,1992,1,Piston,4,1285,41.42,3624.15,31,Avrupa,223073.2
Boeing 777,1985,2,Turbofan,396,15600,3.74,4326.5,38,Asya,423456113.74
Boeing 777,2017,2,Turbofan,396,15600,3.52,3974.38,6,Afrika,695210225.64
Cessna 172,2013,1,Piston,4,1285,46.9,2761.25,10,Afrika,383303.45
Cessna 172,2000,1,Piston,4,1285,14.27,2731.3,23,Avrupa,225833.77
Boeing 737,1988,2,Turbofan,162,5700,2.61,1165.35,35,Avustralya,64132222.16
Boeing 737,1998,2,Turbofan,162,5700,11.61,3425.89,25,Asya,62939164.45
Cessna 172,2000,1,Piston,4,1285,25.46,3297.48,23,Kuzey Amerika,167526.29
Airbus A320,2008,2,Turbofan,180,6300,6.99,4982.47,15,Afrika,133303043.75
Bombardier CRJ200,2007,2,Turbofan,50,3000,13.21,4343.56,16,Afrika,15950186.89
Boeing 737,2012,2,Turbofan,162,5700,7.54,4890.29,11,Avrupa,97120504.04
Boeing 737,2013,2,Turbofan,162,5700,8.49,509.99,10,Kuzey Amerika,114825735.35
Cessna 172,1983,1,Piston,4,1285,46.61,4743.24,40,Asya,225788.27
Boeing 737,2014,2,Turbofan,162,5700,2.42,4730.61,9,Afrika,94095298.66
Airbus A320,1985,2,Turbofan,180,6300,12.4,1343.99,38,Kuzey Amerika,84164833.75
Airbus A320,2017,2,Turbofan,180,6300,13.92,2377.08,6,Asya,134857884.18
Boeing 777,1985,2,Turbofan,396,15600,7.14,2648.08,38,Asya,387684492.36
Boeing 777,1994,2,Turbofan,396,15600,14.22,2687.78,29,Afrika,346484255.11
Airbus A350,2014,2,Turbofan,350,14800,7.46,1278.09,9,Afrika,669499353.77
Airbus A320,2020,2,Turbofan,180,6300,9.82,2532.38,3,Asya,160274926.05
Boeing 737,2011,2,Turbofan,162,5700,9.29,943.07,12,Güney Amerika,89038071.89
Boeing 737,2015,2,Turbofan,162,5700,4.69,3305.89,8,Afrika,110933235.26
Boeing 737,1982,2,Turbofan,162,5700,8.47,3405.75,41,Güney Amerika,70723638.9
Bombardier CRJ200,2005,2,Turbofan,50,3000,11.02,4593.17,18,Avustralya,13356411.76
Cessna 172,2000,1,Piston,4,1285,16.61,819.78,23,Afrika,216624.6
Boeing 777,1988,2,Turbofan,396,15600,7.29,4967.07,35,Kuzey Amerika,418242267.11
Airbus A350,1983,2,Turbofan,350,14800,9.72,910.1,40,Afrika,369180561.43
Bombardier CRJ200,2015,2,Turbofan,50,3000,14.35,4636.27,8,Avustralya,20533381.63
Boeing 737,1989,2,Turbofan,162,5700,4.87,3434.82,34,Afrika,64212013.97
Cessna 172,2022,1,Piston,4,1285,49.14,3788.05,1,Avrupa,347646.72
Airbus A320,1984,2,Turbofan,180,6300,10.98,3080.62,39,Kuzey Amerika,79804555.26
Boeing 777,1991,2,Turbofan,396,15600,11.35,1437.26,32,Avustralya,467915310.63
Bombardier CRJ200,1992,2,Turbofan,50,3000,4.02,1876.95,31,Asya,13737387.1
Airbus A350,1982,2,Turbofan,350,14800,9.62,3305.52,41,Asya,325230152.18
Airbus A320,1992,2,Turbofan,180,6300,8.37,2062.6,31,Asya,70495687.09
Airbus A320,2012,2,Turbofan,180,6300,11.93,4886.69,11,Afrika,122475739.61
Boeing 777,2021,2,Turbofan,396,15600,4.66,2867.56,2,Avustralya,853869476.14
Boeing 777,1981,2,Turbofan,396,15600,7.48,3744.71,42,Avustralya,374926969.56
Boeing 777,1988,2,Turbofan,396,15600,4.25,988.33,35,Avrupa,457973048.7
Boeing 777,1986,2,Turbofan,396,15600,5.36,4152.07,37,Asya,407597674.05
Boeing 777,1989,2,Turbofan,396,15600,3.49,3459.36,34,Asya,392083344.26
Airbus A350,2006,2,Turbofan,350,14800,5.54,1146.13,17,Afrika,563835884.9
Boeing 737,1986,2,Turbofan,162,5700,13.32,1735.23,37,Kuzey Amerika,66934336.77
Boeing 737,1996,2,Turbofan,162,5700,4.7,991.31,27,Kuzey Amerika,65599833.86
Bombardier CRJ200,2017,2,Turbofan,50,3000,8.29,828.89,6,Güney Amerika,22615960.7
Airbus A320,1981,2,Turbofan,180,6300,14.12,2835.41,42,Asya,67070333.66
Airbus A350,2007,2,Turbofan,350,14800,10.31,1006.18,16,Avrupa,398229696.38
Airbus A320,2013,2,Turbofan,180,6300,3.01,1449.04,10,Avrupa,130781903.18
Airbus A320,1988,2,Turbofan,180,6300,2.83,4197.57,35,Avrupa,72283039.0
Boeing 777,1982,2,Turbofan,396,15600,3.17,974.27,41,Asya,402876010.6
Boeing 777,1994,2,Turbofan,396,15600,10.62,3147.41,29,Güney Amerika,382536281.78
Airbus A320,1991,2,Turbofan,180,6300,12.63,2775.5,32,Avustralya,84804940.22
Airbus A320,1983,2,Turbofan,180,6300,12.28,2685.42,40,Kuzey Amerika,79079027.8
Airbus A350,1988,2,Turbofan,350,14800,7.66,2333.12,35,Avustralya,434430475.69
Boeing 737,1986,2,Turbofan,162,5700,9.69,3876.89,37,Avustralya,66496301.23
Bombardier CRJ200,2019,2,Turbofan,50,3000,5.39,2516.29,4,Asya,21693500.05
Boeing 737,1987,2,Turbofan,162,5700,2.41,4095.46,36,Avrupa,68170183.22
Boeing 777,2014,2,Turbofan,396,15600,6.49,1544.76,9,Kuzey Amerika,573113844.87
Airbus A320,1994,2,Turbofan,180,6300,4.26,686.14,29,Güney Amerika,87367787.75
Boeing 737,1992,2,Turbofan,162,5700,4.29,1666.24,31,Avrupa,67486232.82
Bombardier CRJ200,1991,2,Turbofan,50,3000,7.27,2354.15,32,Kuzey Amerika,11231023.42
Airbus A320,2013,2,Turbofan,180,6300,7.81,4849.73,10,Afrika,122841662.53
Boeing 737,1993,2,Turbofan,162,5700,7.15,2302.82,30,Avrupa,66191302.56
Airbus A320,2018,2,Turbofan,180,6300,9.6,2957.35,5,Kuzey Amerika,151895842.39
Boeing 777,2006,2,Turbofan,396,15600,2.09,2734.37,17,Avustralya,490183866.17
Boeing 777,2001,2,Turbofan,396,15600,12.37,3161.03,22,Avrupa,468708937.74
Airbus A320,1999,2,Turbofan,180,6300,13.57,3419.78,24,Avrupa,80128975.34
Cessna 172,2005,1,Piston,4,1285,11.12,4036.25,18,Kuzey Amerika,274741.98
Boeing 777,2019,2,Turbofan,396,15600,7.99,1083.29,4,Afrika,677188448.07
Airbus A350,1980,2,Turbofan,350,14800,5.83,4795.84,43,Avrupa,282792313.09
Boeing 777,2017,2,Turbofan,396,15600,4.52,3334.22,6,Güney Amerika,683624378.23
Airbus A350,2007,2,Turbofan,350,14800,13.16,1669.73,16,Avrupa,534150197.54
Boeing 777,1991,2,Turbofan,396,15600,7.97,3969.14,32,Avustralya,421080486.54
Boeing 737,2017,2,Turbofan,162,5700,7.03,3780.01,6,Kuzey Amerika,109173883.48
Airbus A320,2007,2,Turbofan,180,6300,7.08,1213.98,16,Afrika,97583363.3
Bombardier CRJ200,2022,2,Turbofan,50,3000,9.79,1838.41,1,Afrika,26955786.56
Bombardier CRJ200,1995,2,Turbofan,50,3000,13.95,2804.66,28,Kuzey Amerika,10944940.35
Bombardier CRJ200,2016,2,Turbofan,50,3000,10.94,909.61,7,Güney Amerika,21501746.94
Bombardier CRJ200,2020,2,Turbofan,50,3000,5.97,2171.98,3,Kuzey Amerika,23007405.13
Airbus A320,2019,2,Turbofan,180,6300,5.45,1275.77,4,Afrika,162247488.82
Airbus A320,2002,2,Turbofan,180,6300,4.05,1779.29,21,Afrika,90962343.94
Boeing 737,2001,2,Turbofan,162,5700,3.31,1724.58,22,Avustralya,63431999.87
Airbus A320,2004,2,Turbofan,180,6300,2.02,4574.29,19,Afrika,89258692.63
Boeing 777,2001,2,Turbofan,396,15600,13.91,3202.6,22,Güney Amerika,438507049.83
Boeing 737,1997,2,Turbofan,162,5700,13.99,1484.92,26,Afrika,63476369.33
Airbus A350,1990,2,Turbofan,350,14800,7.13,576.6,33,Kuzey Amerika,391569166.37
Airbus A320,2020,2,Turbofan,180,6300,5.02,2649.24,3,Güney Amerika,153846959.92
Boeing 737,2019,2,Turbofan,162,5700,5.43,3198.67,4,Afrika,125729621.18
Airbus A350,1999,2,Turbofan,350,14800,2.07,1194.2,24,Asya,363559241.61
Boeing 777,2010,2,Turbofan,396,15600,8.38,2015.49,13,Kuzey Amerika,645660441.77
Airbus A320,1995,2,Turbofan,180,6300,10.14,3485.84,28,Afrika,83921913.75
Cessna 172,2003,1,Piston,4,1285,20.86,3495.87,20,Avrupa,294377.21
Boeing 777,2008,2,Turbofan,396,15600,5.84,795.07,15,Kuzey Amerika,473422954.81
Airbus A350,2007,2,Turbofan,350,14800,8.93,2328.89,16,Avustralya,598301537.85
Boeing 777,2022,2,Turbofan,396,15600,13.75,2630.42,1,Avrupa,770488823.1
Boeing 777,1993,2,Turbofan,396,15600,8.83,2211.43,30,Güney Amerika,382278615.83
Cessna 172,2006,1,Piston,4,1285,31.74,1639.34,17,Avrupa,305999.99
Bombardier CRJ200,2016,2,Turbofan,50,3000,8.91,854.29,7,Güney Amerika,18888534.76
Boeing 777,1995,2,Turbofan,396,15600,10.61,4061.14,28,Avrupa,337120915.43
Boeing 777,1992,2,Turbofan,396,15600,9.51,2507.48,31,Avustralya,428090043.78
Airbus A350,2011,2,Turbofan,350,14800,5.91,1333.95,12,Güney Amerika,613072004.18
Airbus A320,1999,2,Turbofan,180,6300,4.44,2067.07,24,Asya,83146554.45
Boeing 777,2010,2,Turbofan,396,15600,9.91,2037.46,13,Asya,668451238.34
Airbus A320,2021,2,Turbofan,180,6300,6.61,3829.25,2,Afrika,139453333.29
Bombardier CRJ200,2006,2,Turbofan,50,3000,6.63,3186.91,17,Avrupa,15848284.51
Bombardier CRJ200,2020,2,Turbofan,50,3000,7.49,2450.86,3,Güney Amerika,25086459.81
Airbus A320,2000,2,Turbofan,180,6300,2.22,2399.48,23,Kuzey Amerika,100879145.85
Airbus A320,2022,2,Turbofan,180,6300,13.43,3294.33,1,Kuzey Amerika,147855110.02
Airbus A350,2015,2,Turbofan,350,14800,5.07,2926.7,8,Kuzey Amerika,595126997.94
Cessna 172,2007,1,Piston,4,1285,26.09,655.47,16,Avrupa,261517.77
Bombardier CRJ200,2016,2,Turbofan,50,3000,5.1,4789.28,7,Asya,18898687.47
Airbus A350,1986,2,Turbofan,350,14800,3.63,1082.45,37,Afrika,395339693.07
Bombardier CRJ200,2014,2,Turbofan,50,3000,4.86,1082.69,9,Avrupa,21548958.52
Boeing 777,2016,2,Turbofan,396,15600,5.57,3863.04,7,Afrika,685958587.54
Cessna 172,2020,1,Piston,4,1285,44.35,1364.04,3,Avrupa,416539.37
Cessna 172,2018,1,Piston,4,1285,21.55,1937.64,5,Güney Amerika,428048.05
Bombardier CRJ200,1984,2,Turbofan,50,3000,6.96,1279.46,39,Afrika,11198736.19
Boeing 737,2002,2,Turbofan,162,5700,12.75,638.75,21,Avrupa,64661416.36
Bombardier CRJ200,2012,2,Turbofan,50,3000,11.16,3109.52,11,Asya,17388123.9
Boeing 737,2005,2,Turbofan,162,5700,6.52,4158.03,18,Güney Amerika,79991347.89
Bombardier CRJ200,1992,2,Turbofan,50,3000,13.0,955.14,31,Avustralya,13710365.61
Airbus A350,1985,2,Turbofan,350,14800,9.83,2964.36,38,Asya,375836788.07
Airbus A320,1981,2,Turbofan,180,6300,13.32,525.13,42,Afrika,83840701.61
Airbus A320,2010,2,Turbofan,180,6300,8.52,1781.38,13,Avrupa,108382101.42
Airbus A350,1983,2,Turbofan,350,14800,7.58,3589.92,40,Afrika,336887174.77
Bombardier CRJ200,1990,2,Turbofan,50,3000,12.71,3322.09,33,Asya,13055904.11
Boeing 737,1997,2,Turbofan,162,5700,11.3,3999.15,26,Güney Amerika,51452424.85
Cessna 172,2007,1,Piston,4,1285,25.34,2929.3,16,Afrika,249245.5
Cessna 172,1981,1,Piston,4,1285,37.96,2069.8,42,Güney Amerika,171602.11
Airbus A320,2004,2,Turbofan,180,6300,14.58,1064.37,19,Avustralya,90210781.81
Boeing 777,2016,2,Turbofan,396,15600,11.25,691.46,7,Avrupa,751511991.72
Boeing 737,1988,2,Turbofan,162,5700,14.53,3804.62,35,Asya,61522691.32
Boeing 777,2005,2,Turbofan,396,15600,5.36,4618.11,18,Avrupa,499734746.44
Cessna 172,1999,1,Piston,4,1285,12.43,3746.89,24,Afrika,211057.9
Airbus A350,1991,2,Turbofan,350,14800,8.92,3630.14,32,Kuzey Amerika,385415323.83
Bombardier CRJ200,1997,2,Turbofan,50,3000,2.48,4799.7,26,Avrupa,11614639.48
Bombardier CRJ200,2017,2,Turbofan,50,3000,9.72,4456.39,6,Avustralya,20860611.44
Airbus A320,2004,2,Turbofan,180,6300,3.71,2907.36,19,Avustralya,72799546.9
Boeing 777,2002,2,Turbofan,396,15600,12.04,1920.88,21,Afrika,448670846.31
Airbus A320,1992,2,Turbofan,180,6300,10.41,775.74,31,Güney Amerika,71626501.33
Boeing 737,2009,2,Turbofan,162,5700,3.84,3202.28,14,Avrupa,100259637.74
Bombardier CRJ200,2017,2,Turbofan,50,3000,10.3,1026.77,6,Güney Amerika,21582862.31
Bombardier CRJ200,1999,2,Turbofan,50,3000,9.95,1481.95,24,Asya,11383892.51
